,Title,Year,Genre,Link,Image_name,DIRECTOR,CINEMATOGRAPHER,PRODUCTION DESIGNER,COSTUME DESIGNER,EDITOR,COLORIST,SHOT TIME,TIME PERIOD,COLOR,ASPECT RATIO,FORMAT,FRAME SIZE,SHOT TYPE,LENS SIZE,COMPOSITION,LIGHTING,LIGHTING TYPE,TIME OF DAY,INTERIOR/EXTERIOR,LOCATION TYPE,SET,STORY LOCATION,CAMERA,LENS,FILM STOCK / RESOLUTION,FILMING LOCATION,VFX,ACTORS
4284,WINDTALKERS,2002,"Drama, History, Action, War",https://shotdeck.com/assets/images/stills/thumb/small_ANBNCFNT.jpg,small_ANBNCFNT, John Woo, Jeffrey L. Kimball, Holger Gross,," Tom Rolf, Steven Kemper, Jeff Gullo",,0.0, 1940s," Warm, Desaturated", 2.39 - Anamorphic, Film - 35mm, Wide, Low angle, Wide," Balanced, Center"," Backlight, Hard light, Hi-contrast, Silhouette"," Daylight, Sunny"," Day, Sunset", Exterior, Location, Desert > Monument Valley,," Panavision Millennium / Millenium XL / XL2, Panavision Platinum, Panavision Panaflex, Arriflex 435, Arriflex 35 IIIc"," Panavision Primo Primes, Panavision Primo Zooms, Panavision Primo Anamorphics"," 5277/7277 Vision 320T, 5279/7279 Vision 500T", ... North America > United States of America,,
4285,SORCERER,1977,"Adventure, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_KKF6KKU0.jpg,small_KKF6KKU0, William Friedkin," Dick Bush, John M. Stephens", John Box, Anthony Powell," Robert K. Lambert, Bud S. Smith",,1.0, 1970s," Cool, Green", 1.78 - Spherical, Film - 35mm, Wide," Establishing shot, High angle"," Long Lens, Medium", Center, Soft light, Daylight, Day, Exterior, Location, Village > Street, ... Earth > South America, Panavision Panaflex, Panavision Lenses, 5247/7247 100T, ... North America > Dominican Republic,,
4286,GHOST DOG: THE WAY OF THE SAMURAI,1999,"Drama, Crime",https://shotdeck.com/assets/images/stills/thumb/small_6ADZKOOW.jpg,small_6ADZKOOW, Jim Jarmusch, Robby Müller, Ted Berner, John Dunn, Jay Rabinowitz,,1.0, 1990s," Cool, Saturated, Green, Cyan, Blue", 1.85 - Spherical, Film - 35mm, Medium Close Up, Insert, Long Lens, Center," Edge light, Hard light", Daylight, Day, Exterior, Location, Woods, ... The Industrial State,,,, ... New Jersey > Jersey City,, Forest Whitaker
4287,DOCTOR ZHIVAGO,1965,"Book Adaptation, Drama, Epic, History, Political, Romance, War, World War I",https://shotdeck.com/assets/images/stills/thumb/small_3YM9CEU2.jpg,small_3YM9CEU2, David Lean, Freddie Young, John Box, Phyllis Dalton, Norman Savage,,3.0, 1920s," Cool, Blue", 2.39 - Anamorphic, Film - 35mm, Extreme Wide, Establishing shot, Wide, Center," Hard light, Low-contrast"," Daylight, Sunny", Day, Exterior, Location, Estate, ... Russia > Varykino, Panavision Cameras, Panavision Lenses, 5251 Print 50T, ... Spain > Soria,,
4288,SPIDER-MAN: FAR FROM HOME,2019,"Action, Adventure, Science Fiction",https://shotdeck.com/assets/images/stills/thumb/small_HAHXB6U2.jpg,small_HAHXB6U2, Jon Watts, Matthew J. Lloyd, Claude Par, Anna B. Sheppard," Dan Lebental, Leigh Folsom Boyd", Jill Bogdanowicz,0.0, Future," Warm, Saturated", 2.39 - Anamorphic, Digital, Wide, Establishing shot, Wide, Center," Backlight, Soft light", Daylight, Day, Exterior, Location, Rural Road, ... Tlaxcala > Ixtenco, ARRI ALEXA Mini," Zeiss Master Primes, Angenieux Optimo Zooms", ARRIRAW (3.4k), ... Zaragoza > Belchite,,
4289,BRAVE,2012,"Action, Adventure, Animation, Comedy, Family, Fantasy",https://shotdeck.com/assets/images/stills/thumb/small_OIDX7SC3.jpg,small_OIDX7SC3," Brenda Chapman, Mark Andrews"," Robert Anderson, Danielle Feinberg", Steve Pilcher,, Nicholas C. Smith,,, Ancient," Cool, Blue", 2.39, Animation, Extreme Wide, Establishing shot,, Center, Top-light," Daylight, Sunny", Day, Exterior, Stage,, ... Scotland > Stornoway,,,, ... Emeryville > Pixar Animation Studios,,
4290,INCENDIES,2010,"Drama, War, Mystery",https://shotdeck.com/assets/images/stills/thumb/small_GUIITULG.jpg,small_GUIITULG, Denis Villeneuve, André Turpin, André-Line Beauparlant, Sophie Lefebvre, Monique Dartonne,,, 2000s," Warm, Desaturated", 1.85 - Spherical, Film - 35mm, Medium Wide, Insert, Medium,, Soft light, Daylight, Day, Exterior, Location, Border, ... Jordan > Amman, Arri 535,,, ... Jordan > Amman,,
4291,ALMOST FAMOUS,2000,"Drama, Music",https://shotdeck.com/assets/images/stills/thumb/small_K3H2KMGS.jpg,small_K3H2KMGS, Cameron Crowe, John Toll, Clay Griffith, Betsy Heimann," Joe Hutshing, Saar Klein", David Orr,1.0, 1970s, White, 1.78 - Spherical, Film - 35mm, Wide, Insert, Wide, Right heavy, Hard light, Daylight, Day, Exterior, Location, Bridge, ... North America > United States of America, Panavision Gold / G2, Panavision Primo Primes,, ... North America > United States,,
4292,BABEL,2006,Drama,https://shotdeck.com/assets/images/stills/thumb/small_YWL7TD59.jpg,small_YWL7TD59, Alejandro G. Iñárritu, Rodrigo Prieto, Brigitte Broch, Michael Wilkinson," Stephen Mirrione, Douglas Crise", Yvan Lucas,2.0, 2000s," Cool, Desaturated", 1.78 - Spherical, Film - 35mm, Extreme Wide," Aerial, Establishing shot, High angle", Wide," Balanced, Center"," Low-contrast, Soft light, Top-light"," Daylight, Overcast"," Day, Dusk", Exterior, Location, Desert hill, ... Africa > Morocco, Arricam LT," Angenieux - HR Zoom 7-81mm, Angenieux - HR Zoom 11.5-138mm"," 5289/7289 Vision 800T, Agfa Release Print CP30", ... Africa > Morocco,,
4293,KOYAANISQATSI,1983,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_TXMH3AG5.jpg,small_TXMH3AG5, Godfrey Reggio, Ron Fricke,,," Ron Fricke, Alton Walpole",,0.0, 1980s, White, 1.85 - Spherical, Film - 35mm, Extreme Wide, Establishing shot, Long Lens, Center," Backlight, Soft light", Daylight, Day, Exterior, Location, City, ... North America > United States of America," Arriflex 35 IIa, Arriflex 16 ST",,, ... North America > United States of America,,
4294,SORCERER,1977,"Adventure, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_V1F3QKMN.jpg,small_V1F3QKMN, William Friedkin," Dick Bush, John M. Stephens", John Box, Anthony Powell," Robert K. Lambert, Bud S. Smith",,1.0, 1970s," Cool, Green", 1.78 - Spherical, Film - 35mm, Extreme Wide," Establishing shot, High angle"," Long Lens, Medium", Center, Soft light, Daylight, Day, Exterior, Location, Village > Street, ... Earth > South America, Panavision Panaflex, Panavision Lenses, 5247/7247 100T, ... North America > Dominican Republic,,
4295,THE WOMAN WHO LEFT,2017,"Crime, Drama",https://shotdeck.com/assets/images/stills/thumb/small_JHM1YVL8.jpg,small_JHM1YVL8, Lav Diaz, Lav Diaz, Popo Diaz," Kyla Domingo, Kim Perez", Lav Diaz, Timmy Torres,0.0,," Desaturated, Black and White", 1.78 - Spherical, Digital, Wide, Establishing shot, Wide, Center, Top-light, Daylight, Day, Exterior, Location, Shack, ... Philippines > Mindoro, Sony A7s II,,, ... Philippines > Mindoro,,
4296,TOP GUN: MAVERICK,2022,"Action, Drama",https://shotdeck.com/assets/images/stills/thumb/small_6YCFSY5E.jpg,small_6YCFSY5E, Joseph Kosinski, Claudio Miranda, Jeremy Hindle, Marlene Stewart," Chris Lebenzon, Eddie Hamilton"," Stefan Sonnenfeld, Adam Nazarenko",1.0, 2020s,, 1.90 - Spherical, Digital, Medium Wide," Aerial, Dutch angle", Long Lens, Right heavy, Soft light, Daylight, Day, Exterior, Location, Sky, ... North America > United States of America, Sony VENICE," Fujinon Premier Lenses, Sigma Cine Lenses, Zeiss Master Primes", 4K, ... United States of America > California,,
4297,PROMETHEUS,2012,"Adventure, Mystery, Science Fiction",https://shotdeck.com/assets/images/stills/thumb/small_NS0U1HE9.jpg,small_NS0U1HE9, Ridley Scott, Dariusz Wolski, Arthur Max, Janty Yates, Pietro Scalia, Stephen Nakamura,0.0, Future," Cool, Desaturated, Cyan, Blue", 2.39 - Spherical, Digital, Extreme Wide, Establishing shot, Long Lens,, Hi-contrast," Daylight, Overcast", Day, Exterior, Location, Rocky Terrain, ... Space, RED Epic," Zeiss Ultra Prime, Angenieux Optimo Zooms",, ... United Kingdom > England, Composite,
4298,CERTAIN WOMEN,2016,Drama,https://shotdeck.com/assets/images/stills/thumb/small_9TOKPBKE.jpg,small_9TOKPBKE, Kelly Reichardt, Christopher Blauvelt, Anthony Gasparro, April Napier, Kelly Reichardt,,0.0, 2010s, Cool, 1.85 - Spherical, Film - 16mm, Wide, Establishing shot, Wide, Balanced, Low-contrast," Daylight, Overcast", Day, Exterior, Location,, ... United States > Montana, Arri 416,," 5207/7207 Vision 3 250D, 5279/7279 Vision 500T", ... Montana > Livingston,,
4299,BULLITT,1968,"Action, Crime, Drama, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_ZLX8D752.jpg,small_ZLX8D752, Peter Yates, William A. Fraker,, Theadora Van Runkle, Frank P. Keller,,1.0, 1960s,, 1.78 - Spherical, Film - 35mm, Wide, Insert, Medium, Center," Hard light, Hi-contrast"," Daylight, Sunny", Day, Exterior, Location, Country Highway, ... California > San Francisco, Mitchell BNC,,, ... California > Brisbane,,
4300,THE CROWN,2020,Drama,https://shotdeck.com/assets/images/stills/thumb/small_0ZJCWXK6.jpg,small_0ZJCWXK6, Benjamin Caron, Adriano Goldman, Martin Childs,, Frances Parker,,, 1980s," Cool, Green, Blue", 2.00 - Spherical, Digital, Wide, High angle, Wide,, Soft light, Daylight, Day, Exterior, Location, Field, ... United Kingdom > Scotland, Sony VENICE, Zeiss Super Speed, 4K, ... United Kingdom > England,,
4301,KOYAANISQATSI,1983,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_51MFZJVZ.jpg,small_51MFZJVZ, Godfrey Reggio, Ron Fricke,,," Ron Fricke, Alton Walpole",,0.0, 1980s,, 1.85 - Spherical, Film - 35mm, Extreme Wide, Establishing shot, Medium, Balanced, Soft light," Daylight, Overcast", Day, Exterior, Location, Construction Site, ... North America > United States of America," Arriflex 35 IIa, Arriflex 16 ST",,, ... North America > United States of America,,
4302,"AGUIRRE, THE WRATH OF GOD",1972,"Adventure, Drama, History",https://shotdeck.com/assets/images/stills/thumb/small_LQLH87YF.jpg,small_LQLH87YF, Werner Herzog, Thomas Mauch,,, Beate Mainka-Jellinghaus,,0.0, Renaissance," Mixed, White", 1.33 - Spherical, Film - 35mm, Wide, Establishing shot, Medium, Center,," Daylight, Overcast", Day, Exterior, Location, Jungle, ... South America > Peru,,,, ... South America > Peru,,
4303,WINDTALKERS,2002,"Drama, History, Action, War",https://shotdeck.com/assets/images/stills/thumb/small_WV1ZD807.jpg,small_WV1ZD807, John Woo, Jeffrey L. Kimball, Holger Gross,," Tom Rolf, Steven Kemper, Jeff Gullo",,0.0, 1940s," Warm, Desaturated", 2.39 - Anamorphic, Film - 35mm, Extreme Wide," Aerial, High angle"," Long Lens, Medium", Right heavy, Hard light," Daylight, Sunny"," Day, Sunset", Exterior, Location, Desert > Monument Valley, ... United States of America > Arizona," Panavision Millennium / Millenium XL / XL2, Panavision Platinum, Panavision Panaflex, Arriflex 435, Arriflex 35 IIIc"," Panavision Primo Primes, Panavision Primo Zooms, Panavision Primo Anamorphics"," 5277/7277 Vision 320T, 5279/7279 Vision 500T", ... North America > United States of America,,
4304,EVERYTHING EVERYWHERE ALL AT ONCE,2022,"Action, Adventure, Drama, Family, Science Fiction",https://shotdeck.com/assets/images/stills/thumb/small_12SFNN4R.jpg,small_12SFNN4R," Daniel Scheinert, Daniel Kwan", Larkin Seiple, Jason Kisvarday, Shirley Kurata, Paul Rogers, Alex Bickel,0.0, 2020s," Cool, Cyan, Blue"," 1.85 - Spherical, Anamorphic", Digital, Wide, Establishing shot, Medium, Left heavy," Hard light, Side light"," Daylight, Sunny", Day, Exterior, Location, Road, ... United States of America > California, ARRI ALEXA Mini," Servicevision FFA Scorpiolens, Todd-AO Anamorphics (1980s), Zeiss Master Primes, Atlas Orion Series 2x Anamorphics Primes"," 2.8K / 2.8K ArriRaw, ARRIRAW (3.4k)", ... USA > California,,
4305,INCENDIES,2010,"Drama, War, Mystery",https://shotdeck.com/assets/images/stills/thumb/small_E5NZX7SU.jpg,small_E5NZX7SU, Denis Villeneuve, André Turpin, André-Line Beauparlant, Sophie Lefebvre, Monique Dartonne,,, 2000s," Warm, Desaturated", 1.85 - Spherical, Film - 35mm, Extreme Wide,, Wide,, Soft light, Daylight, Day, Exterior, Location, Hillside, ... Jordan > Amman, Arri 535,,, ... Jordan > Amman,,
4306,EDWARD SCISSORHANDS,1990,"Drama, Romance, Fantasy",https://shotdeck.com/assets/images/stills/thumb/small_P1H30HE7.jpg,small_P1H30HE7, Tim Burton, Stefan Czapsky, Bo Welch, Colleen Atwood," Colleen Halsey, Richard Halsey",,0.0, 1990s," Warm, Saturated, Green, Cyan, Blue", 1.85 - Spherical, Film - 35mm, Wide, Establishing shot, Wide,, Hard light," Daylight, Sunny", Day, Exterior, Location, neighborhood > front yard,," Panavision Platinum, Panavision Gold / G2",, 5245/7289 EXR 50D, ... United States > Flordia,,
4307,BULLITT,1968,"Action, Crime, Drama, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_D3P27PLH.jpg,small_D3P27PLH, Peter Yates, William A. Fraker,, Theadora Van Runkle, Frank P. Keller,,1.0, 1960s," Green, Blue", 1.78 - Spherical, Film - 35mm, Wide, Insert, Medium, Right heavy," Hard light, Hi-contrast"," Daylight, Sunny", Day, Exterior, Location, San Fransisco > Streets, ... California > San Francisco, Mitchell BNC,,, ... California > San Francisco,,
4308,WINDTALKERS,2002,"Drama, History, Action, War",https://shotdeck.com/assets/images/stills/thumb/small_G58347QU.jpg,small_G58347QU, John Woo, Jeffrey L. Kimball, Holger Gross,," Tom Rolf, Steven Kemper, Jeff Gullo",,0.0, 1940s," Warm, Desaturated", 2.39 - Anamorphic, Film - 35mm, Extreme Wide," Aerial, High angle"," Medium, Wide", Center, Hard light," Daylight, Sunny"," Day, Sunset", Exterior, Location, Desert > Monument Valley, ... United States of America > Arizona," Panavision Millennium / Millenium XL / XL2, Panavision Platinum, Panavision Panaflex, Arriflex 435, Arriflex 35 IIIc"," Panavision Primo Primes, Panavision Primo Zooms, Panavision Primo Anamorphics"," 5277/7277 Vision 320T, 5279/7279 Vision 500T", ... North America > United States of America,,
4309,SORCERER,1977,"Adventure, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_TSN88T6I.jpg,small_TSN88T6I, William Friedkin," Dick Bush, John M. Stephens", John Box, Anthony Powell," Robert K. Lambert, Bud S. Smith",,1.0, 1970s,, 1.78 - Spherical, Film - 35mm,, Low angle," Long Lens, Medium", Center,, Daylight, Day, Exterior, Location, Mountain > Dirt Road, ... Earth > South America, Panavision Panaflex, Panavision Lenses, 5247/7247 100T, ... North America > Dominican Republic,,
4310,THE SUICIDE SQUAD,2021,"Action, Adventure, Comedy, Fantasy, Science Fiction, Comic Adaptation, DC Extended Universe",https://shotdeck.com/assets/images/stills/thumb/small_9I260RM7.jpg,small_9I260RM7, James Gunn, Henry Braham, Beth Mickle, Judianna Makovsky, Fred Raskin, Gabriele McIntyre,1.0, 2020s,, 1.90 - Spherical, Digital, Medium, Establishing shot, Medium, Balanced," Low-contrast, Soft light, Top-light"," Daylight, Overcast", Day, Exterior, Location, Rooftop, ... South America > Corto Maltese," RED Ranger Monstro, RED Weapon Monstro, RED Komodo"," Angenieux Optimo Zooms, Leitz Thalia Lenses, Leitz M 0.8", Redcode Raw, ... Fayetteville > Pinewood Atlanta Studios, CGI,
4311,OZARK,2017,"Action, CIA, Crime, Drama, Family, FBI, Legal, Marriage, Military, Murder Mystery, Mystery, Police, Political, Small town",https://shotdeck.com/assets/images/stills/thumb/small_ZA03BCIE.jpg,small_ZA03BCIE, Jason Bateman, Ben Kutchins, Derek R. Hill, Stephani Lewis," Vikash Patel, Cindy Mollo", Tim Stipan,, 2010s," Desaturated, Black and White", 2.00 - Spherical, Digital,, Insert,, Center,," Daylight, Overcast", Day, Exterior,,, ... Missouri > Lake of the Ozarks, Panasonic VariCam 35," Zeiss Super Speed, Cooke S4/ i, Hawk V-Lite, Hawk V-Lite Vintage 74",, ... United States of America > Georgia,,
4312,BULLITT,1968,"Action, Crime, Drama, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_ZZAJIQ84.jpg,small_ZZAJIQ84, Peter Yates, William A. Fraker,, Theadora Van Runkle, Frank P. Keller,,1.0, 1960s, Cool, 1.78 - Spherical, Film - 35mm, Wide, Insert, Medium, Center," Hard light, Hi-contrast"," Daylight, Sunny", Day, Exterior, Location, Country Highway, ... California > San Francisco, Mitchell BNC,,, ... California > Brisbane,,
4313,THE CROWN,2020,Drama,https://shotdeck.com/assets/images/stills/thumb/small_V33DIA62.jpg,small_V33DIA62, Benjamin Caron, Adriano Goldman, Martin Childs,, Frances Parker,,, 1980s,, 2.00 - Spherical, Digital, Close Up, Insert, Medium, Center, Soft light," Daylight, Overcast", Day, Exterior, Location, Fishing Boat, ... Europe > Ireland, Sony VENICE, Zeiss Super Speed, 4K, ... United Kingdom > England,,
4314,KOYAANISQATSI,1983,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_G2C9O326.jpg,small_G2C9O326, Godfrey Reggio, Ron Fricke,,," Ron Fricke, Alton Walpole",,0.0, 1980s, White, 1.85 - Spherical, Film - 35mm, Extreme Wide, Establishing shot, Long Lens, Center," Backlight, Soft light", Daylight, Day, Exterior, Location, City, ... North America > United States of America," Arriflex 35 IIa, Arriflex 16 ST",,, ... North America > United States of America,,
4315,SOMETHING WILD,1986,"Crime, Romance, Comedy",https://shotdeck.com/assets/images/stills/thumb/small_WOZWZULT.jpg,small_WOZWZULT, Jonathan Demme, Tak Fujimoto, Norma Moriceau, Norma Moriceau, Craig McKay,,0.0, 1980s," Red, Green", 1.78 - Spherical, Film - 35mm, Wide, Establishing shot, Medium, Center, Soft light," Daylight, Overcast", Day, Exterior, Location, City Streets > Liquor Store, ... United States of America > New Jersey,,,, ... United States > New Jersey,,
4316,WHITE MATERIAL,2010,Drama,https://shotdeck.com/assets/images/stills/thumb/small_0WOLX6T3.jpg,small_0WOLX6T3, Claire Denis, Yves Cape, Abiassi Saint-P, Judy Shrewsbury, Guy Lecorne,,0.0, 2000s," Warm, Desaturated", 2.35 - Super 35, Film - 35mm, Medium Close Up, Insert, Medium, Balanced, Hard light," Daylight, Sunny", Day, Exterior, Location, Outside, ... Africa > Cameroon, Aaton 35-III, Cooke S4/ i," 5219/7219 Vision 3 500T, 5217/7217 Vision 2 200T, Eastman EXR 50D 5245", ... Africa > Cameroon,,
4317,PREDATOR,1987,"Action, Adventure, Science Fiction, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_BYYR7AXM.jpg,small_BYYR7AXM, John McTiernan, Donald McAlpine, John Vallone, Marilyn Vance," Mark Helfrich, John F. Link",,0.0, 1980s,, 1.85 - Spherical, Film - 35mm, Wide," Aerial, Insert", Wide, Center, Soft light, Daylight, Day, Exterior, Location, Outer Space, ... Earth > Central America," Arriflex 35 IIIc, Panavision Gold / G2"," Panavision Super Speed Zeiss MKII, Panavision Ultra Speed Zeiss"," 5247/7247 Vision 125T, 5294/7294 EXR 400T", ... Chiapas > Palenque,,
4318,GANJA & HESS,1973,"Drama, Fantasy, Horror",https://shotdeck.com/assets/images/stills/thumb/small_XSHXCC37.jpg,small_XSHXCC37, Bill Gunn, James E. Hinton, Tom H. John, Scott Barrie, Victor Kanefsky,,0.0, 1970s,, 1.66, Film - 35mm, Extreme Close Up, Insert, Medium,, Hard light," Daylight, Sunny", Day, Exterior, Location, City > Street, ... United States of America > New York,,,, ... United States of America > New York,,
4319,DRIVE,2011,"Drama, Action, Crime, Thriller",https://shotdeck.com/assets/images/stills/thumb/small_XPXJ5HMF.jpg,small_XPXJ5HMF, Nicolas Winding Refn, Newton Thomas Sigel, Beth Mickle, Erin Benach, Matthew Newman, Tom Poole,0.0, 2010s," Warm, Saturated, Yellow", 2.39 - Spherical, Digital, Wide, Establishing shot, Wide, Right heavy, Top-light," Daylight, Sunny", Day, Exterior,, Dry Riverbed, ... California > Los Angeles, ARRI ALEXA Classic / plus," Zeiss Master Primes, Cooke S4/ i, Angenieux Optimo Zooms", 2K, ... California > Los Angeles,,
4320,ALMOST FAMOUS,2000,"Drama, Music",https://shotdeck.com/assets/images/stills/thumb/small_WSS6DDB4.jpg,small_WSS6DDB4, Cameron Crowe, John Toll, Clay Griffith, Betsy Heimann," Joe Hutshing, Saar Klein", David Orr,1.0, 1970s," Warm, Desaturated, Yellow", 1.78 - Spherical, Film - 35mm, Wide," Aerial, Insert", Wide, Balanced, Hard light," Daylight, Sunny", Day, Exterior, Location, road > bus, ... North America > United States of America, Panavision Gold / G2, Panavision Primo Primes,, ... North America > United States,,
4321,KOYAANISQATSI,1983,Documentary,https://shotdeck.com/assets/images/stills/thumb/small_6BT763OB.jpg,small_6BT763OB, Godfrey Reggio, Ron Fricke,,," Ron Fricke, Alton Walpole",,0.0, 1980s, Cyan, 1.85 - Spherical, Film - 35mm, Extreme Wide, Establishing shot, Medium, Right heavy, Hard light," Daylight, Sunny", Day, Exterior, Location, City, ... North America > United States of America," Arriflex 35 IIa, Arriflex 16 ST",,, ... North America > United States of America,,
4322,TWILIGHT,2008,"Drama, Romance, Fantasy",https://shotdeck.com/assets/images/stills/thumb/small_F88ZF7VE.jpg,small_F88ZF7VE, Catherine Hardwicke, Elliot Davis,, Wendy Chuck, Nancy Richardson,,0.0, 2000s," Cool, Saturated, Green, Cyan, Blue", 2.39 - Spherical, Film - 35mm, Wide, High angle, Wide, Left heavy, Soft light, Daylight, Day, Exterior, Location, Forest, ... Washington > Forks," Panavision Millennium / Millenium XL / XL2, Panavision Platinum, Arriflex 435", Panavision Primo Primes,, ... Sublimity > Silver Falls State Park,,
